Title,Price,Location,Area,Beds,Baths,Link
1 KANAL BRAND NEW HOUSE IS AVAILABLE FOR SALE ON TOP LOCATION OF E1 BLOCK WAPDA TOWN LAHORE,PKR 8.4 Crore,"Wapda Town Phase 1 - Block E1, Wapda Town Phase 1",1 Kanal,5,7,https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e1_1_kanal_brand_new_house_is_available_for_sale_on_top_location_of_e1_block_wapda_town_lahore-52870166-4311-1.html
For Sale Facing Park & Main Boulevard 3 Bed House Perfect For Comfortable Living & Investment,PKR 4.45 Crore,"Askari 11 - Sector A, Askari 11",10 Marla,3,3,https://www.zameen.com/Property/askari_11_askari_11_-_sector_a_for_sale_facing_park_main_boulevard_3_bed_house_perfect_for_comfortable_living_investment-52306885-15701-1.html
Live By The Park! 2nd Floor Apartment For Sale In Prime Askari Location,PKR 3.95 Crore,"Askari 11 - Sector D, Askari 11",10 Marla,3,3,https://www.zameen.com/Property/askari_11_askari_11_-_sector_d_live_by_the_park_2nd_floor_apartment_for_sale_in_prime_askari_location-52535124-21437-1.html
Hot Deal Open View 10 Marla 5th Floor Apartment For Sale On In Askari 11 Sector B,PKR 2.6 Crore,"Askari 11 - Sector B Apartments, Askari 11",10 Marla,3,3,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_apartments_hot_deal_open_view_10_marla_5th_floor_apartment_for_sale_on_in_askari_11_sector_b-52961277-15703-1.html
Hot Deal 10 Marla Ground Floor Apartment For Sale On In Askari 11 Sector B,PKR 2.9 Crore,"Askari 11 - Sector B Apartments, Askari 11",10 Marla,3,3,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_apartments_hot_deal_10_marla_ground_floor_apartment_for_sale_on_in_askari_11_sector_b-52873043-15703-1.html
10 Marla Modern House For Sale In Lake City Raiwind Road Lahore,PKR 3.5 Crore,"Lake City, Raiwind Road",10 Marla,5,5,https://www.zameen.com/Property/raiwind_road_lake_city_10_marla_modern_house_for_sale_in_lake_city_raiwind_road_lahore-52912053-1103-1.html
23 Marla Most Elegant Modern Design Bungalow For Sale At Prime Location In DHA Phase 5 Corner House,PKR 7.99 Crore,"DHA Phase 5 - Block L, DHA Phase 5",1.2 Kanal,6,7,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_l_23_marla_most_elegant_modern_design_bungalow_for_sale_at_prime_location_in_dha_phase_5_corner_house-52992013-1608-1.html
3.70 Marla Marla Modern Luxury House For Sale,PKR 1.4 Crore,"Central Park Housing Scheme, Lahore",4 Marla,3,4,https://www.zameen.com/Property/lahore_central_park_housing_scheme_3_70_marla_marla_modern_luxury_house_for_sale-52995576-1013-1.html
3 Years Installments Plan 5 Marla Brand New House For Sale In Park View City,PKR 1.7 Crore,"Park View City, Lahore",5 Marla,4,5,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_5_marla_brand_new_house_for_sale_in_park_view_city-52868194-1466-1.html
3 Years Installments Plan Brand New House For Sale In Park View City,PKR 1.12 Crore,"Park View City, Lahore",3.5 Marla,3,4,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_brand_new_house_for_sale_in_park_view_city-52451638-1466-1.html
3 Years Installments Plan 10 Marla Brand New House For Sale In Park View City,PKR 3.3 Crore,"Park View City, Lahore",10 Marla,5,6,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_10_marla_brand_new_house_for_sale_in_park_view_city-52451065-1466-1.html
3 Years Installments Plan 5 Marla Brand New House For Sale In Park View City,PKR 1.65 Crore,"Park View City, Lahore",5 Marla,4,5,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_5_marla_brand_new_house_for_sale_in_park_view_city-52868876-1466-1.html
Master Peace Of Art Design One Kanal Modern Luxury Bungalow For Sale In Dha Phase 7,PKR 6.7 Crore,"DHA Phase 7 - Block V, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_v_master_peace_of_art_design_one_kanal_modern_luxury_bungalow_for_sale_in_dha_phase_7-52276854-1629-1.html
One Kanal Lawn And One Kanal House Available For Sale At The Prime Location Of DHA Phase 7 Near The Gulf Course,PKR 14.25 Crore,"DHA Phase 7 - Block R, DHA Phase 7",2 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_r_one_kanal_lawn_and_one_kanal_house_available_for_sale_at_the_prime_location_of_dha_phase_7_near_the_gulf_course-52302553-1625-1.html
1 Kanal Out Standing Top Quality Brand New House With Basement For Sale In Dha PHASE 6,PKR 8.65 Crore,"DHA Phase 5 - Block E, DHA Phase 5",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_e_1_kanal_out_standing_top_quality_brand_new_house_with_basement_for_sale_in_dha_phase_6-52619009-1602-1.html
One Kanal Mohsin Ali Designed Lavish Villa For Sale With Basement Top Notch Location Facing Park Best Deal Of DHA Phase 5,PKR 8.75 Crore,"DHA Phase 5 - Block J, DHA Phase 5",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_j_one_kanal_mohsin_ali_designed_lavish_villa_for_sale_with_basement_top_notch_location_facing_park_best_deal_of_dha_phase_5-52619195-1606-1.html
10 MARLA BRAND NEW HOUSE FOR SALE IN DHA PHASE 8 EX AIR AVENUE,PKR 4.2 Crore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",10 Marla,4,5,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_10_marla_brand_new_house_for_sale_in_dha_phase_8_ex_air_avenue-52983351-407-1.html
10 MARLA BRAND NEW HOUSE FOR SALE IN DHA PHASE 7,PKR 4.2 Crore,"DHA Phase 7, DHA Defence",10 Marla,4,5,https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_brand_new_house_for_sale_in_dha_phase_7-52973688-1450-1.html
2 Kanal House 1 Kanal House Lawn + 1 Kanal House Available For Sale in DHA Lahore Phase 7,PKR 10.75 Crore,"DHA Phase 7, DHA Defence",2 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_2_kanal_house_1_kanal_house_lawn_1_kanal_house_available_for_sale_in_dha_lahore_phase_7-52632417-1450-1.html
3.5 Marla House For Sale In   Dream Gardens  Lahore,PKR 1.85 Crore,"Dream Gardens, Defence Road",3 Marla,4,4,https://www.zameen.com/Property/defence_road_dream_gardens_3_5_marla_house_for_sale_in_dream_gardens_lahore-52948749-4393-1.html
One Kanal Brand New Luxury Ultra-Modern Design Most Beautiful Bungalow 2 Servant Quarter In Basement For Sale At Prime Location Of DHA Lahore Near To Park & Commercial Market.,PKR 9.5 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_one_kanal_brand_new_luxury_ultra-modern_design_most_beautiful_bungalow_2_servant_quarter_in_basement_for_sale_at_prime_location_of_dha_lahore_near_to_park_commercial_market-52840487-1632-1.html
FULL BASEMENT ULTRA MODERN TOP LOCATION NEAR TO PARK AND MOSQUE RESONABLE Deal P-BLOCK,PKR 7.75 Crore,"DHA Phase 7 - Block R, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_r_full_basement_ultra_modern_top_location_near_to_park_and_mosque_resonable_deal_p-block-52495612-1625-1.html
22 Marla Corner Fully Furnished And Full Basement House For Sale Very Reasonable Price,PKR 8.95 Crore,"DHA Phase 6 - Block B, DHA Phase 6",1.1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_b_22_marla_corner_fully_furnished_and_full_basement_house_for_sale_very_reasonable_price-52494147-1611-1.html
3 Years Installment Plan Luxury 5 Marla Brand New House In Park View City Lahore,PKR 1.6 Crore,"Park View City, Lahore",5 Marla,4,5,https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_5_marla_brand_new_house_in_park_view_city_lahore-52820076-1466-1.html
3 Years Installment Plan Luxury 10 Marla Brand New House In Park View City Lahore,PKR 3.25 Crore,"Park View City, Lahore",10 Marla,5,6,https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_10_marla_brand_new_house_in_park_view_city_lahore-52678090-1466-1.html
"Park-Facing 3rd Floor Brand New Apartment For Sale In Askari 11, Sector D A Perfect Blend Of Comfort & Location!",PKR 3.95 Crore,"Askari 11 - Sector B Apartments, Askari 11",10 Marla,3,3,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_apartments_park-facing_3rd_floor_brand_new_apartment_for_sale_in_askari_11_sector_d_a_perfect_blend_of_comfort_location-52931651-15703-1.html
5 Marla Brand New Modern House For Sale,PKR 2.35 Crore,"DHA 11 Rahbar Phase 2 - Block F, DHA 11 Rahbar Phase 2",5 Marla,3,4,https://www.zameen.com/Property/dha_11_rahbar_phase_2_dha_11_rahbar_phase_2_-_block_f_5_marla_brand_new_modern_house_for_sale-52564934-3722-1.html
5 Marla Lucrative Price Brand New Bungalow For Sale Near To Park & Market in DHA Lahore,PKR 2.12 Crore,"DHA 9 Town, DHA Defence",5 Marla,3,5,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_lucrative_price_brand_new_bungalow_for_sale_near_to_park_market_in_dha_lahore-52622815-1452-1.html
5 Marla Brand New Lavish House For Sale In T&T Abpara Housing Society Near Valencia Goal Chakar,PKR 2.1 Crore,"T & T Aabpara Housing Society, Lahore",5 Marla,5,6,https://www.zameen.com/Property/lahore_t_t_aabpara_housing_society_5_marla_brand_new_lavish_house_for_sale_in_t_t_abpara_housing_society_near_valencia_goal_chakar-51964036-1517-1.html
10 Marla Brand New A+ Grade Construction House For Sale In Architect Engineering Housing Society Near UCP At Main Khiyaban_E_ Jinnah Road,PKR 3.9 Crore,"Architects Engineers Housing Society, Lahore",10 Marla,6,6,https://www.zameen.com/Property/lahore_architects_engineers_housing_society_10_marla_brand_new_a_grade_construction_house_for_sale_in_architect_engineering_housing_society_near_ucp_at_main_khiyaban_e_jinnah_road-52094392-1242-1.html
1 Kanal Most Elegant Brand New Modern Design Bungalow Full Basement With Swimming Pool For Sale At Prime Location In DHA Phase 5 70ft Road Near To Park,PKR 10.99 Crore,"DHA Phase 5 - Block E, DHA Phase 5",1 Kanal,6,7,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_e_1_kanal_most_elegant_brand_new_modern_design_bungalow_full_basement_with_swimming_pool_for_sale_at_prime_location_in_dha_phase_5_70ft_road_near_to_park-52992056-1602-1.html
1 Kanal Most Elegant Brand New Modern Design Bungalow For Sale At Prime Location In DHA Phase 5 Near To Park,PKR 11.25 Crore,"DHA Phase 5 - Block H, DHA Phase 5",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_h_1_kanal_most_elegant_brand_new_modern_design_bungalow_for_sale_at_prime_location_in_dha_phase_5_near_to_park-52992131-1605-1.html
Corner 5 Marla House For Sale In Park View City Lahore.,PKR 2.05 Crore,"Park View City - Jade Block, Park View City",5 Marla,5,5,https://www.zameen.com/Property/park_view_city_park_view_city_-_jade_block_corner_5_marla_house_for_sale_in_park_view_city_lahore-52371552-4135-1.html
5 marla brand new House for sale in park view city Lahore,PKR 2.45 Crore,"Park View City - Jade Extension Block, Park View City",5 Marla,4,4,https://www.zameen.com/Property/park_view_city_park_view_city_-_jade_extension_block_5_marla_brand_new_house_for_sale_in_park_view_city_lahore-52533708-16242-1.html
5 Marla Spanish Brand New House For Sale In Park View City Lahore.,PKR 1.75 Crore,"Park View City - Crystal Block, Park View City",5 Marla,4,4,https://www.zameen.com/Property/park_view_city_park_view_city_-_crystal_block_5_marla_spanish_brand_new_house_for_sale_in_park_view_city_lahore-52395271-17960-1.html
Used 10 marla House For sale in park view city Lahore,PKR 3 Crore,"Park View City - Rose Block, Park View City",10 Marla,5,5,https://www.zameen.com/Property/park_view_city_park_view_city_-_rose_block_used_10_marla_house_for_sale_in_park_view_city_lahore-52381893-13322-1.html
GREY STRUCTURE 5.33 MARLA HOUSE FOR SALE OWNER BUILD A PLUS CONSTRUCTION,PKR 1.2 Crore,"OLC - Block A, Overseas Low Cost",5.3 Marla,3,4,https://www.zameen.com/Property/overseas_low_cost_olc_-_block_a_grey_structure_5_33_marla_house_for_sale_owner_build_a_plus_construction-52695292-8195-1.html
FULLY BASEMENT BRAND NEW HOUSE LAVISH ELEGANT BEAUTIFUL TOP OF LINE BUNGALOW FOR SALE IN DHA PHASE 6,PKR 8.99 Crore,"DHA Phase 6 - Block J, DHA Phase 6",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_j_fully_basement_brand_new_house_lavish_elegant_beautiful_top_of_line_bungalow_for_sale_in_dha_phase_6-52635435-1618-1.html
5 MARLA BRAND NEW MODREN DESIGN HOUSE FOR SALE,PKR 2.25 Crore,"DHA 9 Town, DHA Defence",5 Marla,3,4,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_brand_new_modren_design_house_for_sale-52987696-1452-1.html
Facing Park Brand New Beautiful House Available For Sale In Khayaban E Amin Near Lake City,PKR 3.5 Crore,"Khayaban-e-Amin - Block L, Khayaban-e-Amin",10 Marla,5,6,https://www.zameen.com/Property/khayaban_e_amin_khayaban-e-amin_-_block_l_facing_park_brand_new_beautiful_house_available_for_sale_in_khayaban_e_amin_near_lake_city-52496057-8357-1.html
2 Kanal FURNISHED House With 7 Beds And 8 Baths Available For Sale SOLID CONSTRUCTION,PKR 16 Crore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",2 Kanal,7,6,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_gulbahar_block_2_kanal_furnished_house_with_7_beds_and_8_baths_available_for_sale_solid_construction-52711246-1793-1.html
"10 Marla Slightly Used House for Sale at Hot Location Near To park, School, Commercial",PKR 4.75 Crore,"DHA Phase 5 - Block D, DHA Phase 5",10 Marla,4,5,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_d_10_marla_slightly_used_house_for_sale_at_hot_location_near_to_park_school_commercial-52600551-1601-1.html
Facing Canal Bungalow For Sale,PKR 19 Crore,"Garden Town, Lahore",2 Kanal,7,6,https://www.zameen.com/Property/lahore_garden_town_facing_canal_bungalow_for_sale-47729421-4-1.html
5 Marla Brand New A Plus Solid Constructed house For Sale And Direct Meeting With Owner In Park View City Lahore.,PKR 1.78 Crore,"Park View City, Lahore",5 Marla,4,4,https://www.zameen.com/Property/lahore_park_view_city_5_marla_brand_new_a_plus_solid_constructed_house_for_sale_and_direct_meeting_with_owner_in_park_view_city_lahore-52903007-1466-1.html
Book Your Luxury Two Bed Apartment On 20% Down Payment In Sky Luxe Tower Bahria Town Lahore,PKR 31 Lakh,"Midway Commercial, Bahria Town",4.2 Marla,2,2,https://www.zameen.com/Property/bahria_town_midway_commercial_book_your_luxury_two_bed_apartment_on_20_down_payment_in_sky_luxe_tower_bahria_town_lahore-52522518-21559-1.html
01 KANAL BRAND NEW HOUSE FOR SALE IN DHA PHASE 6 VERY NEAR TO DOLMEN MALL,PKR 8.75 Crore,"DHA Phase 6, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_6_01_kanal_brand_new_house_for_sale_in_dha_phase_6_very_near_to_dolmen_mall-52552182-1448-1.html
Ready to Move 1 Bed Apartment For Sale in Talha Block Bahria Town Lahore,PKR 60 Lakh,"Bahria Town - Sector E, Bahria Town",2.2 Marla,1,1,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_ready_to_move_1_bed_apartment_for_sale_in_talha_block_bahria_town_lahore-52127945-1802-1.html
Luxury Ultra-Modern Design Most Beautiful Bungalow For Sale At Prime Location Of DHA Lahore Near To Defence Raya Fairways Commercial,PKR 8.5 Crore,"DHA Phase 7, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_luxury_ultra-modern_design_most_beautiful_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_defence_raya_fairways_commercial-52987730-1450-1.html
"5 Marla Brand New Designer House For Sale Eden Boulevard Housing Society, Lahore",PKR 2.4 Crore,"Eden Boulevard Housing Scheme, College Road",5 Marla,5,6,https://www.zameen.com/Property/college_road_eden_boulevard_housing_scheme_5_marla_brand_new_designer_house_for_sale_eden_boulevard_housing_society_lahore-52921568-12447-1.html
Fully Furnished Ultra Luxurious 1 Kanal Modern Bungalow In Prime Location Of DHA Lahore. . .,PKR 9.35 Crore,"DHA Phase 6, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_6_fully_furnished_ultra_luxurious_1_kanal_modern_bungalow_in_prime_location_of_dha_lahore-52534106-1448-1.html
1 Kanal Mini Farm House Available For Sale At Chinar Bagh Rachna Block,PKR 1.6 Crore,"Chinar Bagh - Rachna Block, Chinar Bagh",1 Kanal,1,2,https://www.zameen.com/Property/chinar_bagh_chinar_bagh_-_rachna_block_1_kanal_mini_farm_house_available_for_sale_at_chinar_bagh_rachna_block-52943597-3698-1.html
"24 Kanal Luxury Double-Unit Farmhouse for Sale in Spring Meadows, Bedian Road",PKR 22 Crore,"Bedian Road, Lahore",24 Kanal,5,5,https://www.zameen.com/Property/lahore_bedian_road_24_kanal_luxury_double-unit_farmhouse_for_sale_in_spring_meadows_bedian_road-52672231-378-1.html
MODERN 1-KANAL House Facing Park For Sale With 9 Marla Extra Land In Bankers Avenue (B. A. C. H. S) Near DHA PHASE 7,PKR 4.85 Crore,"Bankers Avenue Cooperative Housing Society, Lahore",18 Marla,6,7,https://www.zameen.com/Property/lahore_bankers_avenue_cooperative_housing_society_modern_1-kanal_house_facing_park_for_sale_with_9_marla_extra_land_in_bankers_avenue_b_a_c_h_s_near_dha_phase_7-52929677-8325-1.html
1 Kanal Most Elegant Modern Design Bungalow For Sale At Prime Location In DHA Phase 5 Near to Park,PKR 8.95 Crore,"DHA Phase 5 - Block C, DHA Phase 5",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_c_1_kanal_most_elegant_modern_design_bungalow_for_sale_at_prime_location_in_dha_phase_5_near_to_park-52992167-1600-1.html
Fully Basement Swimming Pool Mazhar Munir Design Bungalow For Sale Near Dolman Mall,PKR 9.75 Crore,"DHA Phase 6, DHA Defence",1 Kanal,6,6,https://www.zameen.com/Property/dha_defence_dha_phase_6_fully_basement_swimming_pool_mazhar_munir_design_bungalow_for_sale_near_dolman_mall-52399860-1448-1.html
BEST OPERTUINTY FOR INVESTMENT 6.5 MARLA FLAT FOR SALE RENTAL INCOME 50K L. D. A APPROVED GAS AVAILABLE MORE DETAILS CONTACT ME,PKR 82 Lakh,"Bahria Orchard Phase 1 - Eastern, Bahria Orchard Phase 1",6.7 Marla,2,2,https://www.zameen.com/Property/bahria_orchard_phase_1_bahria_orchard_phase_1_-_eastern_best_opertuinty_for_investment_6_5_marla_flat_for_sale_rental_income_50k_l_d_a_approved_gas_available_more_details_contact_me-52755434-8239-1.html
LUXURIOUS LIVING 5.33 MARLA HOUSE FOR SALE OWNER BUILD HOUSE REAL PICTURE MORE DETAILS CONTACT ME VISIT ANY TIME,PKR 1.69 Crore,"Bahria Orchard Phase 1 - Eastern Extension, Bahria Orchard Phase 1",5.3 Marla,3,4,https://www.zameen.com/Property/bahria_orchard_phase_1_bahria_orchard_phase_1_-_eastern_extension_luxurious_living_5_33_marla_house_for_sale_owner_build_house_real_picture_more_details_contact_me_visit_any_time-52833188-22120-1.html
3 Years Installments Plan Brand New House For Sale In Park View City,PKR 1.15 Crore,"Park View City, Lahore",3.5 Marla,3,4,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_brand_new_house_for_sale_in_park_view_city-52449636-1466-1.html
