Title,Price,Location,Area,Beds,Baths,Link
Wapda Town Lahore Kanal House For Sale 6 Beds 40 Feet Road 7 Bathroom,PKR 7.4 Crore,"Wapda Town, Lahore",1 Kanal,6,6,https://www.zameen.com/Property/lahore_wapda_town_wapda_town_lahore_kanal_house_for_sale_6_beds_40_feet_road_7_bathroom-48195583-423-1.html
Wapda Town Lahore. 1-Kanal New House For Sale On 80 Feet Road.,PKR 12 Crore,"Wapda Town, Lahore",1 Kanal,6,6,https://www.zameen.com/Property/lahore_wapda_town_wapda_town_lahore_1-kanal_new_house_for_sale_on_80_feet_road-52906040-423-1.html
32 Marla House Available For Sale 6 Beds 7 Bathroom Swimming Pool 3 Year's old 40 Feet Road demand 970 lac Punjab pH 2 Near Valencia town,PKR 9.7 Crore,"Valencia Housing Society, Lahore",1.6 Kanal,6,6,https://www.zameen.com/Property/lahore_valencia_housing_society_32_marla_house_available_for_sale_6_beds_7_bathroom_swimming_pool_3_year_s_old_40_feet_road_demand_970_lac_punjab_ph_2_near_valencia_town-52906327-373-1.html
5 Marla Beautiful Ultra Modern House For Sale,PKR 2 Crore,"Central Park Housing Scheme, Lahore",5 Marla,4,4,https://www.zameen.com/Property/lahore_central_park_housing_scheme_5_marla_beautiful_ultra_modern_house_for_sale-52814030-1013-1.html
Brand New 6 Marla Corner House For Sale Near Canal Road In Jinnah Block Bahria Town Lahore,PKR 3.35 Crore,"Bahria Town - Jinnah Block, Bahria Town - Sector E",6 Marla,3,3,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_brand_new_6_marla_corner_house_for_sale_near_canal_road_in_jinnah_block_bahria_town_lahore-52623149-1804-1.html
3.5 Marla New Triple Storey House Facing Park For Sale,PKR 2.2 Crore,"Allama Iqbal Town, Lahore",3.5 Marla,4,4,https://www.zameen.com/Property/lahore_allama_iqbal_town_3_5_marla_new_triple_storey_house_facing_park_for_sale-52129133-58-1.html
"Newly Constructed Flats In Askari 10 Sector S, Ready To Move In",PKR 4.7 Crore,"Askari 10 - Sector S, Askari 10",13 Marla,4,5,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_newly_constructed_flats_in_askari_10_sector_s_ready_to_move_in-51938624-21434-1.html
Full Basement 1 Kanal Modern Design Top Class Luxurious House,PKR 6.95 Crore,"DHA Phase 7, DHA Defence",1 Kanal,6,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_full_basement_1_kanal_modern_design_top_class_luxurious_house-52936878-1450-1.html
2 Kanal Corner Brand New Luxury Ultra-Modern Design Most Beautiful Full Basement Fully Furnished Home Theater Swimming Pool Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid &Amp; Commercial Market.,PKR 34 Crore,"DHA Phase 6 - Block G, DHA Phase 6",2 Kanal,6,7,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_g_2_kanal_corner_brand_new_luxury_ultra-modern_design_most_beautiful_full_basement_fully_furnished_home_theater_swimming_pool_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_amp_commercial_market-52929516-1616-1.html
DHA Lahore 1 Kanal Owner Build Design House With 100% Original Picture Available For Sale,PKR 7.45 Crore,"DHA Phase 3, DHA Defence",1 Kanal,4,6,https://www.zameen.com/Property/dha_defence_dha_phase_3_dha_lahore_1_kanal_owner_build_design_house_with_100_original_picture_available_for_sale-49963109-1454-1.html
Ultra Spanish 1 Kanal Luxury House Near Park & Mosque,PKR 8.65 Crore,"DHA Phase 6, DHA Defence",1 Kanal,6,7,https://www.zameen.com/Property/dha_defence_dha_phase_6_ultra_spanish_1_kanal_luxury_house_near_park_mosque-52744510-1448-1.html
10 Marla Luxury Modern Design House For Sale In DHA Phase 7 Lahore,PKR 4.15 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",10 Marla,4,5,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_10_marla_luxury_modern_design_house_for_sale_in_dha_phase_7_lahore-52173343-1632-1.html
3 Bed luxury apartments for sale in Askari 11  prime location with world class amenities.,PKR 4.74 Crore,"Askari 11, Askari",11.4 Marla,3,3,https://www.zameen.com/Property/askari_askari_11_3_bed_luxury_apartments_for_sale_in_askari_11_prime_location_with_world_class_amenities-52984047-1503-1.html
12 Marla Corner House For Sale Talha Block Bahria Town Lahore,PKR 5.25 Crore,"Bahria Town - Talha Block, Bahria Town - Sector E",12 Marla,5,6,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_talha_block_12_marla_corner_house_for_sale_talha_block_bahria_town_lahore-52762166-10063-1.html
10 Marla Brand New House for Sale in Central Block Bahria Orchard Lahore,PKR 3.4 Crore,"Bahria Orchard, Lahore",10 Marla,5,6,https://www.zameen.com/Property/lahore_bahria_orchard_10_marla_brand_new_house_for_sale_in_central_block_bahria_orchard_lahore-52786371-1474-1.html
2 Bed Fully Furnished Luxury Apartment For Sale In Phase 8 DHA Lahore,PKR 2 Crore,"DHA Phase 8 - Block Q, DHA Phase 8",5.5 Marla,2,2,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_block_q_2_bed_fully_furnished_luxury_apartment_for_sale_in_phase_8_dha_lahore-52932556-8875-1.html
5 Marla Slightly Used Modern House,PKR 2.2 Crore,"DHA 11 Rahbar Phase 2, DHA 11 Rahbar",5 Marla,3,3,https://www.zameen.com/Property/dha_11_rahbar_dha_11_rahbar_phase_2_5_marla_slightly_used_modern_house-52920466-3717-1.html
2 Bed Apartment Available For Sale In Dd Block Bahria Town Lahore,PKR 50 Lakh,"Bahria Town - Block DD, Bahria Town - Sector D",4.2 Marla,2,2,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_dd_2_bed_apartment_available_for_sale_in_dd_block_bahria_town_lahore-52260897-1800-1.html
1 Bed Apartment Available For Sale In Quaid Block Bahria Town Lahore,PKR 55 Lakh,"Bahria Town - Quaid Block, Bahria Town - Sector E",2.2 Marla,1,1,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_quaid_block_1_bed_apartment_available_for_sale_in_quaid_block_bahria_town_lahore-52260899-1808-1.html
1 Kanal Adorable Bungalow On Top Location For Sale In DHA Phase 7 Lahore,PKR 7.5 Crore,"DHA Phase 7, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_adorable_bungalow_on_top_location_for_sale_in_dha_phase_7_lahore-52679069-1450-1.html
3 Marla double story house brand new home ideal and hot loction carpet road water electricity available gated society 24 hour security guard near sozo water park near canal road 3D ultra model design Spanish look furnished home with wood work,PKR 1.1 Crore,"Ghous Garden - Phase 4, Ghous Garden",3 Marla,3,3,https://www.zameen.com/Property/ghous_garden_ghous_garden_-_phase_4_3_marla_double_story_house_brand_new_home_ideal_and_hot_loction_carpet_road_water_electricity_available_gated_society_24_hour_security_guard_near_sozo_water_park_near_canal_road_3d_ultra_model_design_spanish_look_furnished_home_with_wood_work-52884829-12026-1.html
Double Story House Brand New Home Ideal And Hot Location Carpet Road Near Canal Road Near Sozo Water Park Water Electricity Available Gated Society 24 Hour Security Guard 3D Ultra Model Design Spanish Look Furnished Home With Wood Work Corner House,PKR 1.5 Crore,"Al Hafeez Garden - Phase 5, Al Hafeez Gardens",3.2 Marla,3,4,https://www.zameen.com/Property/al_hafeez_gardens_al_hafeez_garden_-_phase_5_double_story_house_brand_new_home_ideal_and_hot_location_carpet_road_near_canal_road_near_sozo_water_park_water_electricity_available_gated_society_24_hour_security_guard_3d_ultra_model_design_spanish_look_furnished_home_with_wood_work_corner_house-52902968-18829-1.html
Ready To Buy A House In Al Hafeez Garden - Phase 2 Lahore,PKR 1.35 Crore,"Al Hafeez Garden - Phase 2, Main Canal Bank Road",3 Marla,3,4,https://www.zameen.com/Property/main_canal_bank_road_al_hafeez_garden_-_phase_2_ready_to_buy_a_house_in_al_hafeez_garden_-_phase_2_lahore-52919050-11172-1.html
5 Marla Double Storey House Brand New Home Ideal And Hot Loction Carpet Road Water Electricity Available Gated Society 24 Hour Security Guard Near Sozo Water Park Near Canal Road 3D Ultra Model Design Spanish Look Furnished Home With Wood Work,PKR 1.55 Crore,"Ghous Garden - Phase 4, Ghous Garden",5 Marla,5,6,https://www.zameen.com/Property/ghous_garden_ghous_garden_-_phase_4_5_marla_double_storey_house_brand_new_home_ideal_and_hot_loction_carpet_road_water_electricity_available_gated_society_24_hour_security_guard_near_sozo_water_park_near_canal_road_3d_ultra_model_design_spanish_look_furnished_home_with_wood_work-52924077-12026-1.html
1 Kanal Double Storey Fully Renovated Like Brand New Luxury House For Sale at Hot Location in A Block Faisal Town Lahore,PKR 7.4 Crore,"Faisal Town - Block A, Faisal Town",1 Kanal,6,7,https://www.zameen.com/Property/faisal_town_faisal_town_-_block_a_1_kanal_double_storey_fully_renovated_like_brand_new_luxury_house_for_sale_at_hot_location_in_a_block_faisal_town_lahore-52771752-3755-1.html
10 Marla New House For Sale In Bahria Orchard Lahore,PKR 3.8 Crore,"Bahria Orchard, Lahore",10 Marla,5,6,https://www.zameen.com/Property/lahore_bahria_orchard_10_marla_new_house_for_sale_in_bahria_orchard_lahore-52772494-1474-1.html
Brand New House For Sale !,PKR 8.9 Crore,"Allama Iqbal Town, Lahore",10 Marla,7,7,https://www.zameen.com/Property/lahore_allama_iqbal_town_brand_new_house_for_sale-52601298-58-1.html
"Brand New 3 Marla Double Storey House for Sale in Hamza Town Phase 2, Near 5 No Stop Kahna, Ferozepur Road, Lahore",PKR 78 Lakh,"Hamza Town Phase 2, Hamza Town",3 Marla,3,3,https://www.zameen.com/Property/hamza_town_hamza_town_phase_2_brand_new_3_marla_double_storey_house_for_sale_in_hamza_town_phase_2_near_5_no_stop_kahna_ferozepur_road_lahore-52514642-18665-1.html
5 Marla House In Stunning Park View City - Jade Extension Block Is Available For Sale,PKR 2.2 Crore,"Park View City - Jade Extension Block, Park View City",5 Marla,4,4,https://www.zameen.com/Property/park_view_city_park_view_city_-_jade_extension_block_5_marla_house_in_stunning_park_view_city_-_jade_extension_block_is_available_for_sale-50026155-16242-1.html
3 Years Installment Plan Luxury Brand New House In Park View City Lahore,PKR 1.5 Crore,"Park View City, Lahore",5 Marla,4,5,https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_brand_new_house_in_park_view_city_lahore-52597900-1466-1.html
DHA LAHORE TWO KANAL FULL BASEMENT WITH LIFT POOL AND CINEMA ULTRMODERN VILLA,PKR 24.9 Crore,"DHA Phase 6, DHA Defence",2 Kanal,6,6,https://www.zameen.com/Property/dha_defence_dha_phase_6_dha_lahore_two_kanal_full_basement_with_lift_pool_and_cinema_ultrmodern_villa-50948636-1448-1.html
Move-in ready Luxurious House in DHA,PKR 6.8 Crore,"DHA Phase 7, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_move-in_ready_luxurious_house_in_dha-52895784-1450-1.html
"A Rare Find Wont Last Long!""",PKR 7.9 Crore,"DHA Phase 6, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_6_a_rare_find_wont_last_long-52901190-1448-1.html
22 Marla Spectacular New Build House For Sale In Phase 6 Dha Lahore,PKR 9 Crore,"DHA Phase 6, DHA Defence",1.1 Kanal,6,6,https://www.zameen.com/Property/dha_defence_dha_phase_6_22_marla_spectacular_new_build_house_for_sale_in_phase_6_dha_lahore-48155537-1448-1.html
"*5-Bedroom 17 Marla House for Sale Askari 10 sector F, Lahore Cantt *",PKR 9.6 Crore,"Askari 10 - Sector F, Askari 10",17 Marla,5,5,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_5-bedroom_17_marla_house_for_sale_askari_10_sector_f_lahore_cantt-52977540-10542-1.html
Army Housing Complex 3 bed rooms Flat For Sale Is Available Askari 10 - Sector F Lahore Cantt,PKR 3.45 Crore,"Askari 10 - Sector F, Askari 10",11.3 Marla,3,3,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_army_housing_complex_3_bed_rooms_flat_for_sale_is_available_askari_10_-_sector_f_lahore_cantt-52959784-10542-1.html
5 Marla House For Sale In DHA9Town Offered By Tajer Estate:,PKR 2.25 Crore,"DHA 9 Town - Block C, DHA 9 Town",5 Marla,3,4,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_c_5_marla_house_for_sale_in_dha9town_offered_by_tajer_estate-52992590-8175-1.html
10 MARLA 3 BED FLAT AVAILABLE FOR SALE WITH GAS IN ASKARI 11 SEC D,PKR 3.55 Crore,"Askari 11 - Sector D, Askari 11",10 Marla,3,4,https://www.zameen.com/Property/askari_11_askari_11_-_sector_d_10_marla_3_bed_flat_available_for_sale_with_gas_in_askari_11_sec_d-52845850-21437-1.html
2 Kanal Semi Commercial House Wahdat Road For Sale,PKR 12.5 Crore,"Wahdat Road, Lahore",2 Kanal,7,6,https://www.zameen.com/Property/lahore_wahdat_road_2_kanal_semi_commercial_house_wahdat_road_for_sale-52992252-634-1.html
1 Bed Apartment Available For Sale In Nishtar Block Bahria Town Lahore,PKR 70 Lakh,"Bahria Town - Nishtar Block, Bahria Town - Sector E",2.1 Marla,1,1,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_block_1_bed_apartment_available_for_sale_in_nishtar_block_bahria_town_lahore-52260898-1806-1.html
Ready To Move Apartment On Installments With High Rental Return Possession On Down payment,PKR 40 Lakh,"Bahria Town - Sector E, Bahria Town",2 Marla,1,1,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_ready_to_move_apartment_on_installments_with_high_rental_return_possession_on_down_payment-52866242-1802-1.html
1 Kanal Adorable Bungalow On Top Location For Sale In DHA Phase 4 Lahore,PKR 6.25 Crore,"DHA Phase 4 - Block DD, DHA Phase 4",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_dd_1_kanal_adorable_bungalow_on_top_location_for_sale_in_dha_phase_4_lahore-52877161-1592-1.html
5 Marla Double Storey House Fr Sale Brand New Home Ideal And Hot Location Carpet Road Water Electricity Available 3D Ultra Model Design Spanish Look Furnished Home With Wood Work Gated Society 24 Hour Security Guard Near Sozo Water Park Near Canal Road,PKR 2.7 Crore,"Al Hafeez Garden - Phase 5, Al Hafeez Gardens",5 Marla,4,5,https://www.zameen.com/Property/al_hafeez_gardens_al_hafeez_garden_-_phase_5_5_marla_double_storey_house_fr_sale_brand_new_home_ideal_and_hot_location_carpet_road_water_electricity_available_3d_ultra_model_design_spanish_look_furnished_home_with_wood_work_gated_society_24_hour_security_guard_near_sozo_water_park_near_canal_road-52948972-18829-1.html
10 marla brand new modern house available for sale in dha phase 7 good location,PKR 4.25 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",10 Marla,4,5,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_10_marla_brand_new_modern_house_available_for_sale_in_dha_phase_7_good_location-52977451-1632-1.html
10 Marla House Up For sale In Allama Iqbal Town - Raza Block,PKR 3.15 Crore,"Allama Iqbal Town - Raza Block, Allama Iqbal Town",10 Marla,4,4,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_-_raza_block_10_marla_house_up_for_sale_in_allama_iqbal_town_-_raza_block-52895658-3522-1.html
10 Marla House In Allama Iqbal Town For Sale At Good Location,PKR 3.1 Crore,"Allama Iqbal Town, Lahore",10 Marla,5,5,https://www.zameen.com/Property/lahore_allama_iqbal_town_10_marla_house_in_allama_iqbal_town_for_sale_at_good_location-52895855-58-1.html
10 Marla Beautiful House For Sale In Prime Location Of Iqbal Town,PKR 4.7 Crore,"Allama Iqbal Town, Lahore",10 Marla,4,4,https://www.zameen.com/Property/lahore_allama_iqbal_town_10_marla_beautiful_house_for_sale_in_prime_location_of_iqbal_town-52711354-58-1.html
1.1 Kanal Single Storey House For Sale Next To Iqbal Town Wahdat Road Education Town,PKR 4.4 Crore,"Education Town, Lahore",1 Kanal,3,4,https://www.zameen.com/Property/lahore_education_town_1_1_kanal_single_storey_house_for_sale_next_to_iqbal_town_wahdat_road_education_town-52894638-4382-1.html
10 Marla House For Sale In Allama Iqbal Town,PKR 4.25 Crore,"Allama Iqbal Town, Lahore",10 Marla,6,7,https://www.zameen.com/Property/lahore_allama_iqbal_town_10_marla_house_for_sale_in_allama_iqbal_town-52921596-58-1.html
5 Marla Brand New House For Sale In Bahria Orchard Lahore,PKR 1.85 Crore,"Bahria Orchard, Lahore",5 Marla,3,4,https://www.zameen.com/Property/lahore_bahria_orchard_5_marla_brand_new_house_for_sale_in_bahria_orchard_lahore-52868061-1474-1.html
5 Marla Brand New House For Sale In Bahria Orchard Raiwind Road Lahore,PKR 1.65 Crore,"Bahria Orchard Phase 1 - Eastern Extension, Bahria Orchard Phase 1",5 Marla,3,4,https://www.zameen.com/Property/bahria_orchard_phase_1_bahria_orchard_phase_1_-_eastern_extension_5_marla_brand_new_house_for_sale_in_bahria_orchard_raiwind_road_lahore-52744632-22120-1.html
"Spanish Vibe Living At Its Finest 5-Marla Brand New Designer House With 3 Bedrooms, Stylish Kitchens, Powder Room & TV Lounge In Premium DHA Phase 9-Town Block B Location",PKR 2.7 Crore,"DHA 9 Town - Block B, DHA 9 Town",5 Marla,3,4,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_b_spanish_vibe_living_at_its_finest_5-marla_brand_new_designer_house_with_3_bedrooms_stylish_kitchens_powder_room_tv_lounge_in_premium_dha_phase_9-town_block_b_location-52995980-8174-1.html
4 Kanal Beautifull Farmhouse,PKR 20 Crore,"Thethar, Lahore",4 Kanal,6,7,https://www.zameen.com/Property/lahore_thethar_4_kanal_beautifull_farmhouse-52931035-10953-1.html
KANAL SPANISH DESIGN HOUSE FOR SALE IN DHA PHASE 7 NEAR RAYA,PKR 7.18 Crore,"DHA Phase 7, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_kanal_spanish_design_house_for_sale_in_dha_phase_7_near_raya-52628173-1450-1.html
1 Kanal Ultra Modern Brand New Luxury House for Sale in DHA Phase 5 Prime Location,PKR 9.75 Crore,"DHA Phase 5, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_5_1_kanal_ultra_modern_brand_new_luxury_house_for_sale_in_dha_phase_5_prime_location-52923186-1447-1.html
01 KANAL AESTHETICALLY DESIGNED HOUSE FOR SALE IN DHA PHASE 6,PKR 8.75 Crore,"DHA Phase 6, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_6_01_kanal_aesthetically_designed_house_for_sale_in_dha_phase_6-51654686-1448-1.html
Wapda Town Used House For Sale All Facilities Available Here 60 Feet Road Close To Market Mosque And Park,PKR 3.65 Crore,"Wapda Town Phase 1, Wapda Town",10 Marla,4,5,https://www.zameen.com/Property/wapda_town_wapda_town_phase_1_wapda_town_used_house_for_sale_all_facilities_available_here_60_feet_road_close_to_market_mosque_and_park-52581642-4307-1.html
5 Marla Brand New House Available For Sale,PKR 2.35 Crore,"Park View City, Lahore",5 Marla,4,5,https://www.zameen.com/Property/lahore_park_view_city_5_marla_brand_new_house_available_for_sale-52881462-1466-1.html
3 Marla Beautiful Brand New Triple Storey House For Sale In Union Green Block B College Road Lahore,PKR 1.65 Crore,"Union Green, College Road",3 Marla,4,5,https://www.zameen.com/Property/college_road_union_green_3_marla_beautiful_brand_new_triple_storey_house_for_sale_in_union_green_block_b_college_road_lahore-52834654-21381-1.html
Share on Facebook,PKR 68.9 Lakh,"Beach Resort, Raiwind Road",1.9 Marla,1,1,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/raiwind_road_beach_resort_island_-_ground_floor_1-bed_for_sale_in_beach_resort-40797319-20250-1.html
One Bed Full Furnished Luxury Apartment For Sale In Quaid Block Bahria Town Lahore,PKR 55 Lakh,"Bahria Town - Quaid Block, Bahria Town - Sector E",2.4 Marla,1,1,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_quaid_block_one_bed_full_furnished_luxury_apartment_for_sale_in_quaid_block_bahria_town_lahore-52807440-1808-1.html
10 Marla House For Sale In jasmine Block Bahria Town Lahore,PKR 2.8 Crore,"Bahria Town - Jasmine Block, Bahria Town - Sector C",10 Marla,5,6,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_jasmine_block_10_marla_house_for_sale_in_jasmine_block_bahria_town_lahore-52922649-1786-1.html
10 Marla House For Grabs In Garden Town,PKR 4.1 Crore,"Garden Town - Tariq Block, Garden Town",10 Marla,4,4,https://www.zameen.com/Property/garden_town_garden_town_-_tariq_block_10_marla_house_for_grabs_in_garden_town-52994182-1540-1.html
Brand New 6 Marla Corner House For Sale Prime Location & Elegant Design,PKR 1.9 Crore,"Bahria Orchard Phase 2, Bahria Orchard",6 Marla,4,6,https://www.zameen.com/Property/bahria_orchard_bahria_orchard_phase_2_brand_new_6_marla_corner_house_for_sale_prime_location_elegant_design-52732808-8236-1.html
Safari Spanish House For Sale In Bahria Town Lahore,PKR 2 Crore,"Bahria Town - Sector B, Bahria Town",7 Marla,5,7,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_b_safari_spanish_house_for_sale_in_bahria_town_lahore-52772048-1772-1.html
Luxury Redefined Elegant 1 Kanal Designer Home in DHA Sector F,PKR 12 Crore,"DHA Phase 6 - Block F, DHA Phase 6",1 Kanal,5,5,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_f_luxury_redefined_elegant_1_kanal_designer_home_in_dha_sector_f-52877562-1615-1.html
10-MARLA MODERN HOUSE FOR SALE,PKR 4.1 Crore,"Lake City Meadows Phase 1, Lake City Meadows",10 Marla,5,6,https://www.zameen.com/Property/lake_city_meadows_lake_city_meadows_phase_1_10-marla_modern_house_for_sale-52953047-4190-1.html
2 Kanal Brand New Luxury Spanish Design Most Beautiful Full Furnished Bungalow For Sale At Prime Location Of DHA Lahore,PKR 19 Crore,"DHA Phase 6 - Block K, DHA Phase 6",2 Kanal,5,6,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_k_2_kanal_brand_new_luxury_spanish_design_most_beautiful_full_furnished_bungalow_for_sale_at_prime_location_of_dha_lahore-52406309-1619-1.html
1 Kanal Most Beautiful Modern Design Full Basement With Swimming pool Full Furnished Bungalow For Sale At Prime Location Of DHA Phase 6 Near To Raya Park 100% Original Add,PKR 24.5 Crore,"DHA Phase 6 - Block K, DHA Phase 6",1.6 Kanal,6,6,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_k_1_kanal_most_beautiful_modern_design_full_basement_with_swimming_pool_full_furnished_bungalow_for_sale_at_prime_location_of_dha_phase_6_near_to_raya_park_100_original_add-52406231-1619-1.html
Near DHA Raya 1 Kanal Beautiful Design Bungalow For Sale At Prime Location Of DHA 100% Original Add,PKR 7.05 Crore,"DHA Phase 6 - Block E, DHA Phase 6",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_e_near_dha_raya_1_kanal_beautiful_design_bungalow_for_sale_at_prime_location_of_dha_100_original_add-52406128-1614-1.html
Near DHA Raya 1 Kanal Beautiful Design Bungalow Full Furnished For Sale At Prime Location Of DHA 100% Original Add,PKR 9 Crore,"DHA Phase 7 - Block U, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_u_near_dha_raya_1_kanal_beautiful_design_bungalow_full_furnished_for_sale_at_prime_location_of_dha_100_original_add-52406084-1628-1.html
1 Kanal House 1 Kanal Lawn Eye Catching Bungalow With Basement Full Furnished Available for Sale in DHA Phase 7,PKR 14.55 Crore,"DHA Phase 7 - Block V, DHA Phase 7",2 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_v_1_kanal_house_1_kanal_lawn_eye_catching_bungalow_with_basement_full_furnished_available_for_sale_in_dha_phase_7-52405931-1629-1.html
1 Kanal Most Elegant Brand New Modern Design Bungalow For Sale At Prime Location In DHA Phase 5,PKR 10.25 Crore,"DHA Phase 5 - Block A, DHA Phase 5",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_a_1_kanal_most_elegant_brand_new_modern_design_bungalow_for_sale_at_prime_location_in_dha_phase_5-52397798-1598-1.html
100% Original Add 1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location,PKR 12.35 Crore,"DHA Phase 7 - Block S, DHA Phase 7",1.2 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_s_100_original_add_1_kanal_top_quality_build_luxurious_beautiful_modern_design_villa_with_basement_for_sale_in_dha_lahore_phase_7_prime_location-52397722-1626-1.html
"22 Marla Owner-Built House | 100% Original | Urgent Sale Needy Owner""",PKR 7 Crore,"DHA Phase 7, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_22_marla_owner-built_house_100_original_urgent_sale_needy_owner-52962969-1450-1.html
1 Kanal Owner Build House For Sale Prime Location Near Ring Road DHA Phase 8,PKR 7.65 Crore,"DHA Phase 8, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_8_1_kanal_owner_build_house_for_sale_prime_location_near_ring_road_dha_phase_8-52961293-1451-1.html
Fully Furnished 100 Percent Original Add1 Kanal Out Standing Top Quality Brand New House With Basement For Sale In DHA Phase 7,PKR 7.44 Crore,"DHA Phase 7 - Block S, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_s_fully_furnished_100_percent_original_add1_kanal_out_standing_top_quality_brand_new_house_with_basement_for_sale_in_dha_phase_7-45290620-1626-1.html
10 Marla Brand New HOUSE For SALE In Overseas B Block Sector CBahia Town Lahore,PKR 4.2 Crore,"Bahria Town - Overseas B, Bahria Town - Overseas Enclave",10 Marla,3,5,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_10_marla_brand_new_house_for_sale_in_overseas_b_block_sector_cbahia_town_lahore-52741243-1813-1.html
Share on Facebook,PKR 92.4 Lakh,"Beach Resort, Raiwind Road",2.1 Marla,1,1,https://www.facebook.com/sharer/sharer.php?u=https://www.zameen.com/Property/raiwind_road_beach_resort_1-bed_flat_for_sale_in_beach_resort_by_icon-40799340-20250-1.html
"A Stylish Masterpiece in DHA Phase 5 Block M 1-Kanal Brand New Designer Home with Modern Interiors, 5 Spacious Bedrooms, Sleek Company Kitchens, Servant Accommodation,and Lush Landscaping Perfect for Comfort, Elegance, and Smart Investment",PKR 8 Crore,"DHA Phase 5 - Block M, DHA Phase 5",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_m_a_stylish_masterpiece_in_dha_phase_5_block_m_1-kanal_brand_new_designer_home_with_modern_interiors_5_spacious_bedrooms_sleek_company_kitchens_servant_accommodation_and_lush_landscaping_perfect_for_comfort_elegance_and_smart_investment-52907071-8279-1.html
Prime Location House Of 5 Marla In Lahore Garden Housing Scheme Is Available,PKR 1 Crore,"Lahore Garden Housing Scheme, Lahore - Jaranwala Road",5 Marla,3,4,https://www.zameen.com/Property/lahore_jaranwala_road_lahore_garden_housing_scheme_prime_location_house_of_5_marla_in_lahore_garden_housing_scheme_is_available-52987589-21953-1.html
5 MARLA FLAT FOR SALE FIRST FLOOR PRIME LOCATION,PKR 54 Lakh,"Bahria Orchard Phase 4 - Block G5, Bahria Orchard Phase 4",5 Marla,2,2,https://www.zameen.com/Property/bahria_orchard_phase_4_bahria_orchard_phase_4_-_block_g5_5_marla_flat_for_sale_first_floor_prime_location-52390955-15717-1.html
